run_key,target,model,setting,task,arm,stage,trial,seed,metric,detail,gat_hidden_dim,graph_metric,jk_mode,lr,num_layers,proj_dim,scorer_hidden,tau,weight_decay,score,elapsed_sec,mean_density,empty_frac
glue|roberta-base|stsb_wide|no_graph|t10|s42|tune,glue,roberta-base,stsb_wide,stsb,no_graph,tune,10,42,spearman,gat_hidden_dim=64;graph_metric=cosine;jk_mode=cat;lr=0.0002;num_layers=2;proj_dim=128;scorer_hidden=128;tau=0.999;weight_decay=0.0,64,cosine,cat,0.0002,2,128,128,0.999,0.0,84.04,178.34,0.09912,0.0
glue|roberta-base|stsb_wide|no_graph|t11|s42|tune,glue,roberta-base,stsb_wide,stsb,no_graph,tune,11,42,spearman,gat_hidden_dim=256;graph_metric=cosine;jk_mode=max;lr=2e-05;num_layers=4;proj_dim=128;scorer_hidden=128;tau=0.999;weight_decay=1e-05,256,cosine,max,2e-05,4,128,128,0.999,1e-05,72.46,185.48,0.09803,0.0
glue|roberta-base|stsb_wide|no_graph|t12|s42|tune,glue,roberta-base,stsb_wide,stsb,no_graph,tune,12,42,spearman,gat_hidden_dim=64;graph_metric=cosine;jk_mode=cat;lr=0.001;num_layers=4;proj_dim=512;scorer_hidden=256;tau=0.999;weight_decay=1e-05,64,cosine,cat,0.001,4,512,256,0.999,1e-05,82.47,185.64,0.09673,0.0
glue|roberta-base|stsb_wide|no_graph|t13|s42|tune,glue,roberta-base,stsb_wide,stsb,no_graph,tune,13,42,spearman,gat_hidden_dim=256;graph_metric=cosine;jk_mode=cat;lr=2e-05;num_layers=2;proj_dim=256;scorer_hidden=128;tau=0.999;weight_decay=5e-05,256,cosine,cat,2e-05,2,256,128,0.999,5e-05,78.78,179.81,0.09894,0.0
glue|roberta-base|stsb_wide|no_graph|t14|s42|tune,glue,roberta-base,stsb_wide,stsb,no_graph,tune,14,42,spearman,gat_hidden_dim=64;graph_metric=cosine;jk_mode=max;lr=2e-05;num_layers=2;proj_dim=128;scorer_hidden=256;tau=0.999;weight_decay=0.0,64,cosine,max,2e-05,2,128,256,0.999,0.0,59.39,180.93,0.09844,0.0
glue|roberta-base|stsb_wide|no_graph|t15|s42|tune,glue,roberta-base,stsb_wide,stsb,no_graph,tune,15,42,spearman,gat_hidden_dim=128;graph_metric=cosine;jk_mode=max;lr=0.001;num_layers=4;proj_dim=512;scorer_hidden=128;tau=0.999;weight_decay=0.0,128,cosine,max,0.001,4,512,128,0.999,0.0,77.56,182.46,0.09608,0.0
glue|roberta-base|stsb_wide|no_graph|t16|s42|tune,glue,roberta-base,stsb_wide,stsb,no_graph,tune,16,42,spearman,gat_hidden_dim=64;graph_metric=cosine;jk_mode=cat;lr=0.0002;num_layers=4;proj_dim=512;scorer_hidden=128;tau=0.999;weight_decay=0.0,64,cosine,cat,0.0002,4,512,128,0.999,0.0,83.64,185.37,0.09673,0.0
glue|roberta-base|stsb_wide|no_graph|t17|s42|tune,glue,roberta-base,stsb_wide,stsb,no_graph,tune,17,42,spearman,gat_hidden_dim=128;graph_metric=cosine;jk_mode=max;lr=0.001;num_layers=2;proj_dim=128;scorer_hidden=128;tau=0.999;weight_decay=5e-05,128,cosine,max,0.001,2,128,128,0.999,5e-05,77.73,179.24,0.10174,0.0
glue|roberta-base|stsb_wide|no_graph|t18|s42|tune,glue,roberta-base,stsb_wide,stsb,no_graph,tune,18,42,spearman,gat_hidden_dim=128;graph_metric=cosine;jk_mode=max;lr=2e-05;num_layers=2;proj_dim=256;scorer_hidden=128;tau=0.999;weight_decay=0.0,128,cosine,max,2e-05,2,256,128,0.999,0.0,66.66,179.78,0.10174,0.0
glue|roberta-base|stsb_wide|no_graph|t19|s42|tune,glue,roberta-base,stsb_wide,stsb,no_graph,tune,19,42,spearman,gat_hidden_dim=128;graph_metric=cosine;jk_mode=max;lr=0.001;num_layers=2;proj_dim=128;scorer_hidden=128;tau=0.999;weight_decay=0.0,128,cosine,max,0.001,2,128,128,0.999,0.0,77.25,182.85,0.10174,0.0
glue|roberta-base|stsb_wide|no_graph|t20|s42|tune,glue,roberta-base,stsb_wide,stsb,no_graph,tune,20,42,spearman,gat_hidden_dim=64;graph_metric=cosine;jk_mode=max;lr=2e-05;num_layers=2;proj_dim=128;scorer_hidden=128;tau=0.999;weight_decay=1e-05,64,cosine,max,2e-05,2,128,128,0.999,1e-05,59.4,184.53,0.09844,0.0
glue|roberta-base|stsb_wide|no_graph|t21|s42|tune,glue,roberta-base,stsb_wide,stsb,no_graph,tune,21,42,spearman,gat_hidden_dim=128;graph_metric=cosine;jk_mode=max;lr=0.001;num_layers=2;proj_dim=512;scorer_hidden=256;tau=0.999;weight_decay=1e-05,128,cosine,max,0.001,2,512,256,0.999,1e-05,78.19,180.51,0.10174,0.0
glue|roberta-base|stsb_wide|no_graph|t22|s42|tune,glue,roberta-base,stsb_wide,stsb,no_graph,tune,22,42,spearman,gat_hidden_dim=128;graph_metric=cosine;jk_mode=max;lr=2e-05;num_layers=2;proj_dim=128;scorer_hidden=256;tau=0.999;weight_decay=5e-05,128,cosine,max,2e-05,2,128,256,0.999,5e-05,66.65,179.66,0.10174,0.0
glue|roberta-base|stsb_wide|no_graph|t23|s42|tune,glue,roberta-base,stsb_wide,stsb,no_graph,tune,23,42,spearman,gat_hidden_dim=64;graph_metric=cosine;jk_mode=cat;lr=2e-05;num_layers=2;proj_dim=512;scorer_hidden=256;tau=0.999;weight_decay=1e-05,64,cosine,cat,2e-05,2,512,256,0.999,1e-05,73.48,181.87,0.09912,0.0
glue|roberta-base|stsb_wide|no_graph|t24|s42|tune,glue,roberta-base,stsb_wide,stsb,no_graph,tune,24,42,spearman,gat_hidden_dim=128;graph_metric=cosine;jk_mode=cat;lr=0.001;num_layers=2;proj_dim=128;scorer_hidden=256;tau=0.999;weight_decay=1e-05,128,cosine,cat,0.001,2,128,256,0.999,1e-05,82.58,178.14,0.1036,0.0
glue|roberta-base|stsb_wide|no_graph|t25|s42|tune,glue,roberta-base,stsb_wide,stsb,no_graph,tune,25,42,spearman,gat_hidden_dim=256;graph_metric=cosine;jk_mode=max;lr=0.0002;num_layers=2;proj_dim=128;scorer_hidden=128;tau=0.999;weight_decay=1e-05,256,cosine,max,0.0002,2,128,128,0.999,1e-05,80.14,180.3,0.10147,0.0
glue|roberta-base|stsb_wide|no_graph|t26|s42|tune,glue,roberta-base,stsb_wide,stsb,no_graph,tune,26,42,spearman,gat_hidden_dim=128;graph_metric=cosine;jk_mode=max;lr=0.001;num_layers=4;proj_dim=256;scorer_hidden=256;tau=0.999;weight_decay=0.0,128,cosine,max,0.001,4,256,256,0.999,0.0,77.14,185.51,0.09608,0.0
glue|roberta-base|stsb_wide|no_graph|t27|s42|tune,glue,roberta-base,stsb_wide,stsb,no_graph,tune,27,42,spearman,gat_hidden_dim=256;graph_metric=cosine;jk_mode=cat;lr=0.001;num_layers=2;proj_dim=256;scorer_hidden=256;tau=0.999;weight_decay=5e-05,256,cosine,cat,0.001,2,256,256,0.999,5e-05,77.22,180.86,0.09894,0.0
glue|roberta-base|stsb_wide|no_graph|t28|s42|tune,glue,roberta-base,stsb_wide,stsb,no_graph,tune,28,42,spearman,gat_hidden_dim=64;graph_metric=cosine;jk_mode=max;lr=2e-05;num_layers=4;proj_dim=128;scorer_hidden=128;tau=0.999;weight_decay=5e-05,64,cosine,max,2e-05,4,128,128,0.999,5e-05,57.4,189.49,0.09568,0.0
glue|roberta-base|stsb_wide|no_graph|t29|s42|tune,glue,roberta-base,stsb_wide,stsb,no_graph,tune,29,42,spearman,gat_hidden_dim=64;graph_metric=cosine;jk_mode=cat;lr=0.0002;num_layers=2;proj_dim=128;scorer_hidden=128;tau=0.999;weight_decay=5e-05,64,cosine,cat,0.0002,2,128,128,0.999,5e-05,84.0,178.63,0.09912,0.0
glue|roberta-base|stsb_wide|no_graph|t30|s42|tune,glue,roberta-base,stsb_wide,stsb,no_graph,tune,30,42,spearman,gat_hidden_dim=256;graph_metric=cosine;jk_mode=max;lr=0.0002;num_layers=4;proj_dim=512;scorer_hidden=128;tau=0.999;weight_decay=1e-05,256,cosine,max,0.0002,4,512,128,0.999,1e-05,80.02,185.58,0.09803,0.0
glue|roberta-base|stsb_wide|no_graph|t31|s42|tune,glue,roberta-base,stsb_wide,stsb,no_graph,tune,31,42,spearman,gat_hidden_dim=64;graph_metric=cosine;jk_mode=cat;lr=0.001;num_layers=2;proj_dim=512;scorer_hidden=256;tau=0.999;weight_decay=1e-05,64,cosine,cat,0.001,2,512,256,0.999,1e-05,82.28,182.15,0.09912,0.0
glue|roberta-base|stsb_wide|no_graph|t32|s42|tune,glue,roberta-base,stsb_wide,stsb,no_graph,tune,32,42,spearman,gat_hidden_dim=128;graph_metric=cosine;jk_mode=cat;lr=2e-05;num_layers=4;proj_dim=512;scorer_hidden=256;tau=0.999;weight_decay=0.0,128,cosine,cat,2e-05,4,512,256,0.999,0.0,78.07,183.23,0.09752,0.0
glue|roberta-base|stsb_wide|no_graph|t33|s42|tune,glue,roberta-base,stsb_wide,stsb,no_graph,tune,33,42,spearman,gat_hidden_dim=64;graph_metric=cosine;jk_mode=max;lr=0.001;num_layers=4;proj_dim=512;scorer_hidden=256;tau=0.999;weight_decay=5e-05,64,cosine,max,0.001,4,512,256,0.999,5e-05,74.89,188.1,0.09568,0.0
glue|roberta-base|stsb_wide|no_graph|t34|s42|tune,glue,roberta-base,stsb_wide,stsb,no_graph,tune,34,42,spearman,gat_hidden_dim=256;graph_metric=cosine;jk_mode=max;lr=2e-05;num_layers=2;proj_dim=256;scorer_hidden=256;tau=0.999;weight_decay=0.0,256,cosine,max,2e-05,2,256,256,0.999,0.0,73.4,179.08,0.10147,0.0
glue|roberta-base|stsb_wide|no_graph|t35|s42|tune,glue,roberta-base,stsb_wide,stsb,no_graph,tune,35,42,spearman,gat_hidden_dim=64;graph_metric=cosine;jk_mode=cat;lr=2e-05;num_layers=4;proj_dim=512;scorer_hidden=256;tau=0.999;weight_decay=5e-05,64,cosine,cat,2e-05,4,512,256,0.999,5e-05,75.52,183.13,0.09673,0.0
glue|roberta-base|stsb_wide|no_graph|t36|s42|tune,glue,roberta-base,stsb_wide,stsb,no_graph,tune,36,42,spearman,gat_hidden_dim=128;graph_metric=cosine;jk_mode=cat;lr=0.0002;num_layers=4;proj_dim=128;scorer_hidden=128;tau=0.999;weight_decay=0.0,128,cosine,cat,0.0002,4,128,128,0.999,0.0,83.33,185.32,0.09752,0.0
glue|roberta-base|stsb_wide|no_graph|t37|s42|tune,glue,roberta-base,stsb_wide,stsb,no_graph,tune,37,42,spearman,gat_hidden_dim=64;graph_metric=cosine;jk_mode=max;lr=2e-05;num_layers=2;proj_dim=256;scorer_hidden=128;tau=0.999;weight_decay=1e-05,64,cosine,max,2e-05,2,256,128,0.999,1e-05,59.4,180.34,0.09844,0.0
glue|roberta-base|stsb_wide|no_graph|t38|s42|tune,glue,roberta-base,stsb_wide,stsb,no_graph,tune,38,42,spearman,gat_hidden_dim=256;graph_metric=cosine;jk_mode=cat;lr=0.001;num_layers=2;proj_dim=128;scorer_hidden=128;tau=0.999;weight_decay=5e-05,256,cosine,cat,0.001,2,128,128,0.999,5e-05,77.44,177.12,0.09894,0.0
glue|roberta-base|stsb_wide|no_graph|t39|s42|tune,glue,roberta-base,stsb_wide,stsb,no_graph,tune,39,42,spearman,gat_hidden_dim=256;graph_metric=cosine;jk_mode=max;lr=0.001;num_layers=4;proj_dim=512;scorer_hidden=128;tau=0.999;weight_decay=5e-05,256,cosine,max,0.001,4,512,128,0.999,5e-05,78.96,186.09,0.09803,0.0
glue|roberta-base|stsb_wide|no_graph|t10|s1|confirm,glue,roberta-base,stsb_wide,stsb,no_graph,confirm,10,1,spearman,gat_hidden_dim=64;graph_metric=cosine;jk_mode=cat;lr=0.0002;num_layers=2;proj_dim=128;scorer_hidden=128;tau=0.999;weight_decay=0.0,64,cosine,cat,0.0002,2,128,128,0.999,0.0,83.91,176.35,0.10145,0.0
glue|roberta-base|stsb_wide|no_graph|t10|s2|confirm,glue,roberta-base,stsb_wide,stsb,no_graph,confirm,10,2,spearman,gat_hidden_dim=64;graph_metric=cosine;jk_mode=cat;lr=0.0002;num_layers=2;proj_dim=128;scorer_hidden=128;tau=0.999;weight_decay=0.0,64,cosine,cat,0.0002,2,128,128,0.999,0.0,83.62,178.95,0.10068,0.0
glue|roberta-base|stsb_wide|no_graph|t10|s3|confirm,glue,roberta-base,stsb_wide,stsb,no_graph,confirm,10,3,spearman,gat_hidden_dim=64;graph_metric=cosine;jk_mode=cat;lr=0.0002;num_layers=2;proj_dim=128;scorer_hidden=128;tau=0.999;weight_decay=0.0,64,cosine,cat,0.0002,2,128,128,0.999,0.0,83.44,180.46,0.10019,0.0
glue|roberta-base|stsb_wide|no_graph|t10|s4|confirm,glue,roberta-base,stsb_wide,stsb,no_graph,confirm,10,4,spearman,gat_hidden_dim=64;graph_metric=cosine;jk_mode=cat;lr=0.0002;num_layers=2;proj_dim=128;scorer_hidden=128;tau=0.999;weight_decay=0.0,64,cosine,cat,0.0002,2,128,128,0.999,0.0,83.97,178.18,0.10428,0.0
glue|roberta-base|stsb_wide|no_graph|t10|s5|confirm,glue,roberta-base,stsb_wide,stsb,no_graph,confirm,10,5,spearman,gat_hidden_dim=64;graph_metric=cosine;jk_mode=cat;lr=0.0002;num_layers=2;proj_dim=128;scorer_hidden=128;tau=0.999;weight_decay=0.0,64,cosine,cat,0.0002,2,128,128,0.999,0.0,84.28,180.23,0.09812,0.0
glue|roberta-base|stsb_wide|no_graph|t10|s6|confirm,glue,roberta-base,stsb_wide,stsb,no_graph,confirm,10,6,spearman,gat_hidden_dim=64;graph_metric=cosine;jk_mode=cat;lr=0.0002;num_layers=2;proj_dim=128;scorer_hidden=128;tau=0.999;weight_decay=0.0,64,cosine,cat,0.0002,2,128,128,0.999,0.0,83.91,181.51,0.09981,0.0
glue|roberta-base|stsb_wide|no_graph|t10|s7|confirm,glue,roberta-base,stsb_wide,stsb,no_graph,confirm,10,7,spearman,gat_hidden_dim=64;graph_metric=cosine;jk_mode=cat;lr=0.0002;num_layers=2;proj_dim=128;scorer_hidden=128;tau=0.999;weight_decay=0.0,64,cosine,cat,0.0002,2,128,128,0.999,0.0,83.89,180.74,0.096,0.0
glue|roberta-base|stsb_wide|no_graph|t10|s8|confirm,glue,roberta-base,stsb_wide,stsb,no_graph,confirm,10,8,spearman,gat_hidden_dim=64;graph_metric=cosine;jk_mode=cat;lr=0.0002;num_layers=2;proj_dim=128;scorer_hidden=128;tau=0.999;weight_decay=0.0,64,cosine,cat,0.0002,2,128,128,0.999,0.0,84.31,176.59,0.10061,0.0
glue|roberta-base|stsb_wide|no_graph|t10|s9|confirm,glue,roberta-base,stsb_wide,stsb,no_graph,confirm,10,9,spearman,gat_hidden_dim=64;graph_metric=cosine;jk_mode=cat;lr=0.0002;num_layers=2;proj_dim=128;scorer_hidden=128;tau=0.999;weight_decay=0.0,64,cosine,cat,0.0002,2,128,128,0.999,0.0,84.46,177.98,0.10037,0.0
glue|roberta-base|stsb_wide|no_graph|t10|s10|confirm,glue,roberta-base,stsb_wide,stsb,no_graph,confirm,10,10,spearman,gat_hidden_dim=64;graph_metric=cosine;jk_mode=cat;lr=0.0002;num_layers=2;proj_dim=128;scorer_hidden=128;tau=0.999;weight_decay=0.0,64,cosine,cat,0.0002,2,128,128,0.999,0.0,83.7,183.17,0.09609,0.0
glue|roberta-base|stsb_wide|no_graph|t10|s11|confirm,glue,roberta-base,stsb_wide,stsb,no_graph,confirm,10,11,spearman,gat_hidden_dim=64;graph_metric=cosine;jk_mode=cat;lr=0.0002;num_layers=2;proj_dim=128;scorer_hidden=128;tau=0.999;weight_decay=0.0,64,cosine,cat,0.0002,2,128,128,0.999,0.0,83.67,180.84,0.0999,0.0
glue|roberta-base|stsb_wide|no_graph|t10|s12|confirm,glue,roberta-base,stsb_wide,stsb,no_graph,confirm,10,12,spearman,gat_hidden_dim=64;graph_metric=cosine;jk_mode=cat;lr=0.0002;num_layers=2;proj_dim=128;scorer_hidden=128;tau=0.999;weight_decay=0.0,64,cosine,cat,0.0002,2,128,128,0.999,0.0,83.85,179.67,0.10144,0.0
glue|roberta-base|stsb_wide|no_graph|t10|s13|confirm,glue,roberta-base,stsb_wide,stsb,no_graph,confirm,10,13,spearman,gat_hidden_dim=64;graph_metric=cosine;jk_mode=cat;lr=0.0002;num_layers=2;proj_dim=128;scorer_hidden=128;tau=0.999;weight_decay=0.0,64,cosine,cat,0.0002,2,128,128,0.999,0.0,83.55,221.11,0.00071,0.94141
glue|roberta-base|stsb_wide|no_graph|t10|s14|confirm,glue,roberta-base,stsb_wide,stsb,no_graph,confirm,10,14,spearman,gat_hidden_dim=64;graph_metric=cosine;jk_mode=cat;lr=0.0002;num_layers=2;proj_dim=128;scorer_hidden=128;tau=0.999;weight_decay=0.0,64,cosine,cat,0.0002,2,128,128,0.999,0.0,83.44,192.34,0.00055,0.92969
glue|roberta-base|stsb_wide|no_graph|t10|s15|confirm,glue,roberta-base,stsb_wide,stsb,no_graph,confirm,10,15,spearman,gat_hidden_dim=64;graph_metric=cosine;jk_mode=cat;lr=0.0002;num_layers=2;proj_dim=128;scorer_hidden=128;tau=0.999;weight_decay=0.0,64,cosine,cat,0.0002,2,128,128,0.999,0.0,83.59,184.83,0.00123,0.91797
